66	56	56	71	79	50	1
67	55	55	72	73	43	1
67	59	56	71	76	48	1
68	56	55	72	70	42	1
68	56	56	71	78	48	1
68	57	55	72	73	44	1
68	57	55	73	74	44	1
68	57	57	70	74	46	1
68	57	57	71	76	46	1
68	60	65	74	91	61	1
69	56	57	50	54	48	1
69	56	57	50	56	46	1
69	56	59	51	60	47	1
69	60	61	82	81	51	1
69	60	62	82	80	50	1
70	56	58	51	57	47	1
70	57	56	72	76	46	1
70	57	57	71	78	49	1
70	57	59	51	59	47	1
70	57	60	52	62	50	1
70	58	59	66	68	50	1
70	58	59	67	68	49	1
70	58	63	66	80	60	1
70	58	63	67	80	59	1
70	59	58	68	70	50	1
70	59	58	69	70	50	1
70	59	59	67	69	51	1
70	59	60	71	70	43	1
70	59	61	63	74	46	1
70	59	62	63	74	46	1
70	59	62	63	74	47	1
70	59	62	63	75	46	1
70	59	62	68	78	58	1
70	59	63	67	78	59	1
70	60	58	86	77	50	1
70	60	60	82	78	49	1
70	60	60	82	80	50	1
70	60	61	67	73	48	1
70	60	62	68	76	57	1
70	60	64	73	84	55	1
70	61	61	86	79	51	1
71	57	59	52	60	50	1
71	57	60	51	61	50	1
71	58	58	49	58	49	1
71	58	59	51	57	46	1
71	58	61	63	74	48	1
71	58	63	57	67	51	1
71	58	63	64	75	49	1
71	59	57	71	68	41	1
71	59	58	69	68	43	1
71	59	59	67	69	52	1
71	59	62	62	75	48	1
71	59	62	63	74	47	1
71	59	63	56	68	53	1
71	59	64	73	88	56	1
71	60	63	57	70	54	1
71	60	63	63	70	46	1
71	60	63	64	72	47	1
71	60	63	66	81	59	1
71	60	64	73	86	55	1
71	60	65	74	90	56	1
71	61	59	87	79	49	1
71	61	62	85	79	49	1
72	56	58	50	57	48	1
72	57	59	52	61	51	1
72	59	60	70	70	42	1
72	59	61	59	65	43	1
72	59	62	58	68	55	1
72	59	62	60	69	51	1
72	59	63	57	69	52	1
72	60	62	56	62	42	1
72	60	62	57	65	42	1
72	60	63	57	66	53	1
72	60	63	67	78	52	1
72	60	63	68	76	50	1
72	60	63	69	76	50	1
72	60	64	58	68	53	1
72	61	63	87	81	56	1
72	62	62	58	65	42	1
72	62	62	62	64	50	1
72	62	62	87	81	54	1
73	59	60	69	75	49	1
73	59	61	58	67	45	1
73	59	62	57	70	56	1
73	59	63	56	68	54	1
73	59	63	57	67	53	1
73	60	58	54	48	32	1
73	60	62	61	65	51	1
73	61	63	58	66	54	1
73	61	63	85	82	51	1
73	61	65	63	74	48	1
73	61	65	64	77	50	1
